identifiers,date,page
"Oral History , Accession Number: 2001.213.16 , RG Number: RG-50.969.0016",interview: 2001 January 10,https://collections.ushmm.org/search/catalog/irn558439
"Oral History , RG Number: RG-50.030.0254",interview: 1990 September 13,https://collections.ushmm.org/search/catalog/irn504749
"Oral History , Accession Number: 1995.162.1 , RG Number: RG-50.338.0001",Unknown,https://collections.ushmm.org/search/catalog/irn520412
"Oral History , Accession Number: 1995.A.1257.1 , RG Number: RG-50.322.0001",interview: 1984 July 30,https://collections.ushmm.org/search/catalog/irn510453
"Oral History , Accession Number: 1992.A.0128.98 , RG Number: RG-50.165.0098",interview: 1989 August 25,https://collections.ushmm.org/search/catalog/irn511318
"Oral History , Accession Number: 1992.A.0128.40 , RG Number: RG-50.165.0040",interview: 1989 May 19,https://collections.ushmm.org/search/catalog/irn511267
"Oral History , Accession Number: 1991.A.0112.8 , RG Number: RG-50.045.0008",interview: 1985 October 27,https://collections.ushmm.org/search/catalog/irn506599
"Oral History , Accession Number: 2001.137.98 , RG Number: RG-50.010.0098",interview: 1979 July 12,https://collections.ushmm.org/search/catalog/irn508972
"Oral History , Accession Number: 2019.154.15 , RG Number: RG-90.008.0015",interview: 1998 June 06,https://collections.ushmm.org/search/catalog/irn693785
"Oral History , RG Number: RG-50.999.0532",interview: 2015 July 23,https://collections.ushmm.org/search/catalog/irn598645
"Oral History , RG Number: RG-50.999.0421",interview: 2013 May 02,https://collections.ushmm.org/search/catalog/irn598534
"Oral History , Accession Number: 2020.210.59 , RG Number: RG-90.121.0059",interview: 2014,https://collections.ushmm.org/search/catalog/irn716164
"Oral History , Accession Number: 1999.A.0122.1183 , RG Number: RG-50.477.1183",interview: 1984 November 12,https://collections.ushmm.org/search/catalog/irn45883
"Oral History , Accession Number: 1992.A.0126.46 , RG Number: RG-50.156.0046",interview: 1983 June 02,https://collections.ushmm.org/search/catalog/irn510700
"Oral History , Accession Number: 2017.215.6 , RG Number: RG-50.977.0006",interview: 2013 April,https://collections.ushmm.org/search/catalog/irn561524
"Oral History , Accession Number: 1999.A.0122.684 , RG Number: RG-50.477.0684",interview: 1991 June 05,https://collections.ushmm.org/search/catalog/irn515201
"Oral History , Accession Number: 1999.A.0122.258 , RG Number: RG-50.477.0258",interview: 1991 June 26interview: 1994 February 07,https://collections.ushmm.org/search/catalog/irn508419
"Oral History , RG Number: RG-50.030.0002",interview: 1994 August 10,https://collections.ushmm.org/search/catalog/irn504468
"Oral History , Accession Number: 1989.A.0317 , RG Number: RG-50.030.0168",interview: 1989 May 30,https://collections.ushmm.org/search/catalog/irn504671
"Oral History , Accession Number: 2011.308 , RG Number: RG-50.030.0651",interview: 2011 December 16,https://collections.ushmm.org/search/catalog/irn45042
"Oral History , Accession Number: 1997.A.0441.113 , RG Number: RG-50.462.0113",interview: 1984 November 04,https://collections.ushmm.org/search/catalog/irn515632
"Oral History , Accession Number: 1992.A.0128.128 , RG Number: RG-50.165.0128",interview: 1989 December 06,https://collections.ushmm.org/search/catalog/irn511345
"Oral History , Accession Number: 1992.A.0126.57 , RG Number: RG-50.156.0057",interview: 1982 November 10,https://collections.ushmm.org/search/catalog/irn510711
"Oral History , Accession Number: 2005.603.3 , RG Number: RG-50.637.0003",interview: 2005 January 24,https://collections.ushmm.org/search/catalog/irn44160
"Oral History , Accession Number: 1992.A.0125.6 , RG Number: RG-50.233.0006",interview: 1992 March 01,https://collections.ushmm.org/search/catalog/irn509083
"Oral History , Accession Number: 1999.A.0122.850 , RG Number: RG-50.477.0850",interview: 1991 April 24interview: 1992 June 11interview: 1992 December 28,https://collections.ushmm.org/search/catalog/irn515909
"Oral History , Accession Number: 1993.A.0089.6 , RG Number: RG-50.155.0006",interview: approximately 1984 December 19publication/distribution: approximately,https://collections.ushmm.org/search/catalog/irn504419
"Oral History , Accession Number: 1996.A.0341 , RG Number: RG-50.106.0036",interview: 1996 August 09,https://collections.ushmm.org/search/catalog/irn507534
"Oral History , Accession Number: 2021.59.1 , RG Number: RG-90.186.0001",interview: 2001,https://collections.ushmm.org/search/catalog/irn724234
"Oral History , Accession Number: 2001.137.80 , RG Number: RG-50.010.0080",interview: 1980 May 12,https://collections.ushmm.org/search/catalog/irn508950
"Oral History , RG Number: RG-50.999.0484",interview: 2014 July 10,https://collections.ushmm.org/search/catalog/irn598597
"Oral History , Accession Number: 1998.A.0113 , RG Number: RG-50.030.0390",interview: 1998 May 19,https://collections.ushmm.org/search/catalog/irn506424
"Oral History , Accession Number: 1993.A.0089.10 , RG Number: RG-50.155.0010",interview: approximately 1987 July 24publication/distribution: approximately,https://collections.ushmm.org/search/catalog/irn504415
"Oral History , Accession Number: 1994.A.0449.2 , RG Number: RG-50.090.0002",interview: 1994 May 26,https://collections.ushmm.org/search/catalog/irn507899
"Oral History , Accession Number: 1995.A.1263.24 , RG Number: RG-50.166.0024",interview: 1991 August 22,https://collections.ushmm.org/search/catalog/irn505534
"Oral History , RG Number: RG-50.030.0305",interview: 1995 January 23,https://collections.ushmm.org/search/catalog/irn504800
"Oral History , Accession Number: 2011.210 , RG Number: RG-50.106.0192",interview: 2011 August 21,https://collections.ushmm.org/search/catalog/irn44297
"Oral History , Accession Number: 2013.137.1 , RG Number: RG-50.106.0210",interview: 2013 August 12,https://collections.ushmm.org/search/catalog/irn68789
"Oral History , Accession Number: 2015.273.1 , RG Number: RG-50.106.0246",interview: 2015 July 24,https://collections.ushmm.org/search/catalog/irn191221
"Oral History , Accession Number: 1995.A.1269.18 , RG Number: RG-50.470.0018",interview: 1995 February 23,https://collections.ushmm.org/search/catalog/irn511063
"Oral History , Accession Number: 1992.A.0128.124 , RG Number: RG-50.165.0124",interview: 1989 September 25,https://collections.ushmm.org/search/catalog/irn511342
"Oral History , Accession Number: 1992.A.0127.7 , RG Number: RG-50.154.0007",interview: 1988 June 08,https://collections.ushmm.org/search/catalog/irn36771
"Oral History , Accession Number: 1992.A.0127.13 , RG Number: RG-50.154.0013",interview: 1987 November 24,https://collections.ushmm.org/search/catalog/irn510750
"Oral History , Accession Number: 1993.A.0094.4 , RG Number: RG-50.150.0004",interview: 1977 December 24,https://collections.ushmm.org/search/catalog/irn510607
"Oral History , Accession Number: 1993.A.0094.26 , RG Number: RG-50.150.0026",Unknown,https://collections.ushmm.org/search/catalog/irn510629
"Oral History , Accession Number: 1989.228.55 , RG Number: RG-50.060.0055",interview: 1988 January 12,https://collections.ushmm.org/search/catalog/irn512541
"Oral History , Accession Number: 2010.24 , RG Number: RG-50.030.0545",interview: 2010 March 02,https://collections.ushmm.org/search/catalog/irn40060
"Oral History , Accession Number: 2001.137.54 , RG Number: RG-50.010.0054",interview: 1980 October 12,https://collections.ushmm.org/search/catalog/irn508923
"Oral History , RG Number: RG-50.999.0513",interview: 2015 May 20,https://collections.ushmm.org/search/catalog/irn598626
"Oral History , Accession Number: 1997.A.0441.873 , RG Number: RG-50.462.0873",interview: 1988 December,https://collections.ushmm.org/search/catalog/irn566496
"Oral History , RG Number: RG-50.999.0647",interview: 2018 May 16,https://collections.ushmm.org/search/catalog/irn706911
"Oral History , Accession Number: 2009.156.16 , RG Number: RG-50.591.0016",interview: 1996interview:,https://collections.ushmm.org/search/catalog/irn50190
"Oral History , Accession Number: 1999.A.0122.692 , RG Number: RG-50.477.0692",interview: 1996 March 08interview: 1996 April 26,https://collections.ushmm.org/search/catalog/irn515236
"Oral History , Accession Number: 1993.A.0089.5 , RG Number: RG-50.155.0005",interview: 1984 August 13publication/distribution: 1984,https://collections.ushmm.org/search/catalog/irn504418
"Oral History , Accession Number: 1999.A.0122.1382 , RG Number: RG-50.477.1382",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47676
"Oral History , Accession Number: 1999.A.0122.1374 , RG Number: RG-50.477.1374",interview: 1983 April 11,https://collections.ushmm.org/search/catalog/irn47668
"Oral History , Accession Number: 1999.A.0122.1378 , RG Number: RG-50.477.1378",interview: 1983 April 14,https://collections.ushmm.org/search/catalog/irn47672
"Oral History , Accession Number: 1999.A.0122.1312 , RG Number: RG-50.477.1312",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47584
"Oral History , Accession Number: 1999.A.0122.1215 , RG Number: RG-50.477.1215",interview: circa 1989-1993,https://collections.ushmm.org/search/catalog/irn47772
"Oral History , RG Number: RG-50.030.0265",interview: 1994 May 26,https://collections.ushmm.org/search/catalog/irn504746
"Oral History , Accession Number: 1996.A.0554 , RG Number: RG-50.106.0049",interview: 1996 October 08interview: 1997 March 11,https://collections.ushmm.org/search/catalog/irn507547
"Oral History , Accession Number: 2011.312 , RG Number: RG-50.106.0193",interview: 2011 November 17,https://collections.ushmm.org/search/catalog/irn45703
"Oral History , Accession Number: 1996.A.0470 , RG Number: RG-50.549.01.0024",interview: 1996 September 16,https://collections.ushmm.org/search/catalog/irn504925
"Oral History , Accession Number: 1989.A.0350 , RG Number: RG-50.030.0102",interview: 1989 November 07,https://collections.ushmm.org/search/catalog/irn504596
"Oral History , Accession Number: 1990.369.1 , RG Number: RG-50.030.0114",interview: 1990 March 29,https://collections.ushmm.org/search/catalog/irn504608
"Oral History , Accession Number: 1992.A.0125.25 , RG Number: RG-50.233.0025",interview: 1992 March 29,https://collections.ushmm.org/search/catalog/irn509103
"Oral History , Accession Number: 1995.A.1269.24 , RG Number: RG-50.470.0024",interview: 1995 February 15,https://collections.ushmm.org/search/catalog/irn511069
"Oral History , Accession Number: 1997.A.0441.9 , RG Number: RG-50.462.0009",interview: 1985 August 19,https://collections.ushmm.org/search/catalog/irn508630
"Oral History , Accession Number: 1995.A.1286.19 , RG Number: RG-50.405.0019",interview: 1990 November 28,https://collections.ushmm.org/search/catalog/irn511664
"Oral History , Accession Number: 1995.A.1284.3 , RG Number: RG-50.147.0003",interview: 1983 May 12,https://collections.ushmm.org/search/catalog/irn510759
"Oral History , Accession Number: 2010.353 , RG Number: RG-50.030.0591",interview: 2010 October 15,https://collections.ushmm.org/search/catalog/irn42204
"Oral History , Accession Number: 2010.365 , RG Number: RG-50.030.0600",interview: 2010 October 17,https://collections.ushmm.org/search/catalog/irn42213
"Oral History , RG Number: RG-50.999.0431",interview: 2013 June 06,https://collections.ushmm.org/search/catalog/irn598544
"Oral History , Accession Number: 2019.443.5 , RG Number: RG-90.105.0005",interview: 2011 March 01,https://collections.ushmm.org/search/catalog/irn712025
"Oral History , Accession Number: 1999.A.0122.1420 , RG Number: RG-50.477.1420",interview: 1983 April 14,https://collections.ushmm.org/search/catalog/irn47754
"Oral History , Accession Number: 1999.A.0122.1424 , RG Number: RG-50.477.1424",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47743
"Oral History , Accession Number: 1999.A.0122.1356 , RG Number: RG-50.477.1356",interview: 1983 April 12,https://collections.ushmm.org/search/catalog/irn47649
"Oral History , Accession Number: 2001.208 , RG Number: RG-50.106.0145",interview: 2001 October 17,https://collections.ushmm.org/search/catalog/irn509407
"Oral History , RG Number: RG-50.030.0300",interview: 1994 November 30,https://collections.ushmm.org/search/catalog/irn504795
"Oral History , Accession Number: 2014.5.1 , RG Number: RG-50.106.0217",interview: 2014 January 16,https://collections.ushmm.org/search/catalog/irn75110
"Oral History , Accession Number: 2001.253 , RG Number: RG-50.030.0419",interview: 2001 October 30,https://collections.ushmm.org/search/catalog/irn509709
"Oral History , Accession Number: 1995.A.1269.21 , RG Number: RG-50.470.0021",interview: 1995 February 20,https://collections.ushmm.org/search/catalog/irn511066
"Oral History , Accession Number: 2016.409.1 , RG Number: RG-50.106.0259",interview: 2016 December 01,https://collections.ushmm.org/search/catalog/irn554056
"Oral History , Accession Number: 1997.A.0441.79 , RG Number: RG-50.462.0079",interview: 1985 April 22,https://collections.ushmm.org/search/catalog/irn508720
"Oral History , Accession Number: 1990.481.8 , RG Number: RG-50.062.0008",interview: 1988 November 10,https://collections.ushmm.org/search/catalog/irn511076
"Oral History , Accession Number: 1989.346.62 , RG Number: RG-50.031.0062",interview: 1987 August 30,https://collections.ushmm.org/search/catalog/irn507492
"Oral History , Accession Number: 2001.137.42 , RG Number: RG-50.010.0042",interview: 1979 April 06,https://collections.ushmm.org/search/catalog/irn508911
"Oral History , Accession Number: 1989.345.19 , RG Number: RG-50.005.0019",interview: 1984 July 02,https://collections.ushmm.org/search/catalog/irn503606
"Oral History , RG Number: RG-50.999.0546",interview: 2016 April 07,https://collections.ushmm.org/search/catalog/irn598659
"Oral History , RG Number: RG-50.999.0409",interview: 2013 March 21,https://collections.ushmm.org/search/catalog/irn598522
"Oral History , Accession Number: 1999.A.0122.465 , RG Number: RG-50.477.0465",interview: 1989 February 22,https://collections.ushmm.org/search/catalog/irn512350
"Oral History , Accession Number: 1999.A.0122.1462 , RG Number: RG-50.477.1462",interview: 1983 April 13,https://collections.ushmm.org/search/catalog/irn47728
